Comune,CODISTAT,provincia,inizioIntervallo,fineIntervallo,classeEta,Target,Vaccinati
Paternò,087033,Catania,2020-12-28,2021-06-29,20-29,5633,2498
Paternò,087033,Catania,2020-12-28,2021-06-29,30-39,5999,2443
Paternò,087033,Catania,2020-12-28,2021-06-29,40-49,6276,2986
Paternò,087033,Catania,2020-12-28,2021-06-29,50-59,6430,3705
Paternò,087033,Catania,2020-12-28,2021-06-29,60-69,5573,3823
Paternò,087033,Catania,2020-12-28,2021-06-29,70-79,3673,2861
Paternò,087033,Catania,2020-12-28,2021-06-29,>80,2499,1906
Viagrande,087053,Catania,2020-12-28,2021-06-29,12-19,787,131
Viagrande,087053,Catania,2020-12-28,2021-06-29,20-29,905,384
Viagrande,087053,Catania,2020-12-28,2021-06-29,30-39,999,443
Viagrande,087053,Catania,2020-12-28,2021-06-29,40-49,1358,705
Viagrande,087053,Catania,2020-12-28,2021-06-29,50-59,1349,765
Viagrande,087053,Catania,2020-12-28,2021-06-29,60-69,1078,703
Viagrande,087053,Catania,2020-12-28,2021-06-29,70-79,708,538
Viagrande,087053,Catania,2020-12-28,2021-06-29,>80,416,303
Sant'Alfio,087046,Catania,2020-12-28,2021-06-29,12-19,108,21
Sant'Alfio,087046,Catania,2020-12-28,2021-06-29,20-29,197,71
Sant'Alfio,087046,Catania,2020-12-28,2021-06-29,30-39,182,81
Sant'Alfio,087046,Catania,2020-12-28,2021-06-29,40-49,206,100
Sant'Alfio,087046,Catania,2020-12-28,2021-06-29,50-59,246,141
Sant'Alfio,087046,Catania,2020-12-28,2021-06-29,60-69,205,131
Sant'Alfio,087046,Catania,2020-12-28,2021-06-29,70-79,122,85
Sant'Alfio,087046,Catania,2020-12-28,2021-06-29,>80,116,92
Aci Bonaccorsi,087001,Catania,2020-12-28,2021-06-29,12-19,298,50
Aci Bonaccorsi,087001,Catania,2020-12-28,2021-06-29,20-29,388,167
Aci Bonaccorsi,087001,Catania,2020-12-28,2021-06-29,30-39,451,158
Aci Bonaccorsi,087001,Catania,2020-12-28,2021-06-29,40-49,554,285
Aci Bonaccorsi,087001,Catania,2020-12-28,2021-06-29,50-59,576,342
Aci Bonaccorsi,087001,Catania,2020-12-28,2021-06-29,60-69,394,284
Aci Bonaccorsi,087001,Catania,2020-12-28,2021-06-29,70-79,306,211
Aci Bonaccorsi,087001,Catania,2020-12-28,2021-06-29,>80,189,145
Mazzarrone,087056,Catania,2020-12-28,2021-06-29,12-19,350,82
Mazzarrone,087056,Catania,2020-12-28,2021-06-29,20-29,488,203
Mazzarrone,087056,Catania,2020-12-28,2021-06-29,30-39,530,192
Mazzarrone,087056,Catania,2020-12-28,2021-06-29,40-49,562,269
Mazzarrone,087056,Catania,2020-12-28,2021-06-29,50-59,558,352
Mazzarrone,087056,Catania,2020-12-28,2021-06-29,60-69,409,257
Mazzarrone,087056,Catania,2020-12-28,2021-06-29,70-79,309,225
Mazzarrone,087056,Catania,2020-12-28,2021-06-29,>80,221,181
San Cono,087040,Catania,2020-12-28,2021-06-29,12-19,189,46
San Cono,087040,Catania,2020-12-28,2021-06-29,20-29,357,128
San Cono,087040,Catania,2020-12-28,2021-06-29,30-39,312,104
San Cono,087040,Catania,2020-12-28,2021-06-29,40-49,333,134
San Cono,087040,Catania,2020-12-28,2021-06-29,50-59,356,226
San Cono,087040,Catania,2020-12-28,2021-06-29,60-69,276,197
San Cono,087040,Catania,2020-12-28,2021-06-29,70-79,244,182
San Cono,087040,Catania,2020-12-28,2021-06-29,>80,205,150
Calatabiano,087010,Catania,2020-12-28,2021-06-29,12-19,354,66
Calatabiano,087010,Catania,2020-12-28,2021-06-29,20-29,555,204
Calatabiano,087010,Catania,2020-12-28,2021-06-29,30-39,642,246
Calatabiano,087010,Catania,2020-12-28,2021-06-29,40-49,745,327
Calatabiano,087010,Catania,2020-12-28,2021-06-29,50-59,794,456
Calatabiano,087010,Catania,2020-12-28,2021-06-29,60-69,708,449
Calatabiano,087010,Catania,2020-12-28,2021-06-29,70-79,510,372
Calatabiano,087010,Catania,2020-12-28,2021-06-29,>80,335,255
Belpasso,087007,Catania,2020-12-28,2021-06-29,12-19,2529,474
Belpasso,087007,Catania,2020-12-28,2021-06-29,20-29,3112,1254
Belpasso,087007,Catania,2020-12-28,2021-06-29,30-39,3909,1535
Belpasso,087007,Catania,2020-12-28,2021-06-29,40-49,4248,2096
Belpasso,087007,Catania,2020-12-28,2021-06-29,50-59,3966,2273
Belpasso,087007,Catania,2020-12-28,2021-06-29,60-69,3022,2063
Belpasso,087007,Catania,2020-12-28,2021-06-29,70-79,1960,1504
Belpasso,087007,Catania,2020-12-28,2021-06-29,>80,1164,919
Trecastagni,087050,Catania,2020-12-28,2021-06-29,12-19,989,188
Trecastagni,087050,Catania,2020-12-28,2021-06-29,20-29,1215,518
Trecastagni,087050,Catania,2020-12-28,2021-06-29,30-39,1422,529
Trecastagni,087050,Catania,2020-12-28,2021-06-29,40-49,1705,889
Trecastagni,087050,Catania,2020-12-28,2021-06-29,50-59,1703,966
Trecastagni,087050,Catania,2020-12-28,2021-06-29,60-69,1417,867
Trecastagni,087050,Catania,2020-12-28,2021-06-29,70-79,854,611
Trecastagni,087050,Catania,2020-12-28,2021-06-29,>80,532,382
Adrano,087006,Catania,2020-12-28,2021-06-29,12-19,3326,605
Adrano,087006,Catania,2020-12-28,2021-06-29,20-29,4454,1907
Adrano,087006,Catania,2020-12-28,2021-06-29,30-39,4310,1747
Adrano,087006,Catania,2020-12-28,2021-06-29,40-49,4376,2012
Adrano,087006,Catania,2020-12-28,2021-06-29,50-59,4571,2604
Adrano,087006,Catania,2020-12-28,2021-06-29,60-69,3882,2563
Adrano,087006,Catania,2020-12-28,2021-06-29,70-79,2598,1926
Adrano,087006,Catania,2020-12-28,2021-06-29,>80,2000,1429
Gravina di Catania,087019,Catania,2020-12-28,2021-06-29,12-19,1924,357
Gravina di Catania,087019,Catania,2020-12-28,2021-06-29,20-29,2571,1034
Gravina di Catania,087019,Catania,2020-12-28,2021-06-29,30-39,3004,1240
Gravina di Catania,087019,Catania,2020-12-28,2021-06-29,40-49,3829,1886
Gravina di Catania,087019,Catania,2020-12-28,2021-06-29,50-59,3705,1968
Gravina di Catania,087019,Catania,2020-12-28,2021-06-29,60-69,3158,1888
Gravina di Catania,087019,Catania,2020-12-28,2021-06-29,70-79,2757,1876
Gravina di Catania,087019,Catania,2020-12-28,2021-06-29,>80,1543,1019
Acireale,087004,Catania,2020-12-28,2021-06-29,12-19,3999,775
Acireale,087004,Catania,2020-12-28,2021-06-29,20-29,5789,2308
Acireale,087004,Catania,2020-12-28,2021-06-29,30-39,6144,2274
Acireale,087004,Catania,2020-12-28,2021-06-29,40-49,7115,3252
Acireale,087004,Catania,2020-12-28,2021-06-29,50-59,8075,4446
Acireale,087004,Catania,2020-12-28,2021-06-29,60-69,6543,4104
Acireale,087004,Catania,2020-12-28,2021-06-29,70-79,4643,3205
Acireale,087004,Catania,2020-12-28,2021-06-29,>80,3420,2521
Zafferana Etnea,087055,Catania,2020-12-28,2021-06-29,12-19,810,130
Zafferana Etnea,087055,Catania,2020-12-28,2021-06-29,20-29,1087,414
Zafferana Etnea,087055,Catania,2020-12-28,2021-06-29,30-39,1239,479
Zafferana Etnea,087055,Catania,2020-12-28,2021-06-29,40-49,1372,613
Zafferana Etnea,087055,Catania,2020-12-28,2021-06-29,50-59,1389,785
Zafferana Etnea,087055,Catania,2020-12-28,2021-06-29,60-69,1175,772
Zafferana Etnea,087055,Catania,2020-12-28,2021-06-29,70-79,777,569
Zafferana Etnea,087055,Catania,2020-12-28,2021-06-29,>80,548,428
Ragalna,087058,Catania,2020-12-28,2021-06-29,12-19,297,65
Ragalna,087058,Catania,2020-12-28,2021-06-29,20-29,467,221
Ragalna,087058,Catania,2020-12-28,2021-06-29,30-39,581,205
Ragalna,087058,Catania,2020-12-28,2021-06-29,40-49,593,296
Ragalna,087058,Catania,2020-12-28,2021-06-29,50-59,620,343
Ragalna,087058,Catania,2020-12-28,2021-06-29,60-69,505,306
Ragalna,087058,Catania,2020-12-28,2021-06-29,70-79,340,217
Ragalna,087058,Catania,2020-12-28,2021-06-29,>80,203,138
Santa Maria di Licodia,087047,Catania,2020-12-28,2021-06-29,12-19,673,136
Santa Maria di Licodia,087047,Catania,2020-12-28,2021-06-29,20-29,897,361
Santa Maria di Licodia,087047,Catania,2020-12-28,2021-06-29,30-39,985,379
Santa Maria di Licodia,087047,Catania,2020-12-28,2021-06-29,40-49,1045,509
Santa Maria di Licodia,087047,Catania,2020-12-28,2021-06-29,50-59,1043,572
Santa Maria di Licodia,087047,Catania,2020-12-28,2021-06-29,60-69,887,561
Santa Maria di Licodia,087047,Catania,2020-12-28,2021-06-29,70-79,559,410
Santa Maria di Licodia,087047,Catania,2020-12-28,2021-06-29,>80,395,289
Piedimonte Etneo,087035,Catania,2020-12-28,2021-06-29,12-19,308,69
Piedimonte Etneo,087035,Catania,2020-12-28,2021-06-29,20-29,414,188
Piedimonte Etneo,087035,Catania,2020-12-28,2021-06-29,30-39,448,151
Piedimonte Etneo,087035,Catania,2020-12-28,2021-06-29,40-49,556,251
Piedimonte Etneo,087035,Catania,2020-12-28,2021-06-29,50-59,677,361
Piedimonte Etneo,087035,Catania,2020-12-28,2021-06-29,60-69,557,337
Piedimonte Etneo,087035,Catania,2020-12-28,2021-06-29,70-79,374,244
Piedimonte Etneo,087035,Catania,2020-12-28,2021-06-29,>80,289,190
Mascali,087023,Catania,2020-12-28,2021-06-29,12-19,1087,211
Mascali,087023,Catania,2020-12-28,2021-06-29,20-29,1619,612
Mascali,087023,Catania,2020-12-28,2021-06-29,30-39,1799,713
Mascali,087023,Catania,2020-12-28,2021-06-29,40-49,2129,944
Mascali,087023,Catania,2020-12-28,2021-06-29,50-59,2245,1262
Mascali,087023,Catania,2020-12-28,2021-06-29,60-69,1852,1195
Mascali,087023,Catania,2020-12-28,2021-06-29,70-79,1014,727
Mascali,087023,Catania,2020-12-28,2021-06-29,>80,633,453
Riposto,087039,Catania,2020-12-28,2021-06-29,12-19,1078,168
Riposto,087039,Catania,2020-12-28,2021-06-29,20-29,1432,493
Riposto,087039,Catania,2020-12-28,2021-06-29,30-39,1656,599
Riposto,087039,Catania,2020-12-28,2021-06-29,40-49,2037,872
Riposto,087039,Catania,2020-12-28,2021-06-29,50-59,2191,1150
Riposto,087039,Catania,2020-12-28,2021-06-29,60-69,1978,1250
Riposto,087039,Catania,2020-12-28,2021-06-29,70-79,1385,1016
Riposto,087039,Catania,2020-12-28,2021-06-29,>80,865,685
Mascalucia,087024,Catania,2020-12-28,2021-06-29,12-19,2808,535
Mascalucia,087024,Catania,2020-12-28,2021-06-29,20-29,3383,1372
Mascalucia,087024,Catania,2020-12-28,2021-06-29,30-39,3931,1520
Mascalucia,087024,Catania,2020-12-28,2021-06-29,40-49,4882,2335
Mascalucia,087024,Catania,2020-12-28,2021-06-29,50-59,4657,2526
Mascalucia,087024,Catania,2020-12-28,2021-06-29,60-69,3562,2278
Mascalucia,087024,Catania,2020-12-28,2021-06-29,70-79,2540,1774
Mascalucia,087024,Catania,2020-12-28,2021-06-29,>80,1340,1020
Aci Sant'Antonio,087005,Catania,2020-12-28,2021-06-29,12-19,1551,285
Aci Sant'Antonio,087005,Catania,2020-12-28,2021-06-29,20-29,2187,858
Aci Sant'Antonio,087005,Catania,2020-12-28,2021-06-29,30-39,2362,949
Aci Sant'Antonio,087005,Catania,2020-12-28,2021-06-29,40-49,2680,1222
Aci Sant'Antonio,087005,Catania,2020-12-28,2021-06-29,50-59,2821,1542
Aci Sant'Antonio,087005,Catania,2020-12-28,2021-06-29,60-69,2215,1385
Aci Sant'Antonio,087005,Catania,2020-12-28,2021-06-29,70-79,1221,894
Aci Sant'Antonio,087005,Catania,2020-12-28,2021-06-29,>80,684,559
Ramacca,087037,Catania,2020-12-28,2021-06-29,12-19,971,181
Ramacca,087037,Catania,2020-12-28,2021-06-29,20-29,1442,554
Ramacca,087037,Catania,2020-12-28,2021-06-29,30-39,1336,454
Ramacca,087037,Catania,2020-12-28,2021-06-29,40-49,1343,536
Ramacca,087037,Catania,2020-12-28,2021-06-29,50-59,1552,832
Ramacca,087037,Catania,2020-12-28,2021-06-29,60-69,1223,888
Ramacca,087037,Catania,2020-12-28,2021-06-29,70-79,803,639
Ramacca,087037,Catania,2020-12-28,2021-06-29,>80,507,387
Castiglione di Sicilia,087014,Catania,2020-12-28,2021-06-29,12-19,183,31
Castiglione di Sicilia,087014,Catania,2020-12-28,2021-06-29,20-29,314,126
Castiglione di Sicilia,087014,Catania,2020-12-28,2021-06-29,30-39,380,113
Castiglione di Sicilia,087014,Catania,2020-12-28,2021-06-29,40-49,413,183
Castiglione di Sicilia,087014,Catania,2020-12-28,2021-06-29,50-59,451,219
Castiglione di Sicilia,087014,Catania,2020-12-28,2021-06-29,60-69,410,251
Castiglione di Sicilia,087014,Catania,2020-12-28,2021-06-29,70-79,262,170
Castiglione di Sicilia,087014,Catania,2020-12-28,2021-06-29,>80,297,221
Nicolosi,087031,Catania,2020-12-28,2021-06-29,12-19,581,99
Nicolosi,087031,Catania,2020-12-28,2021-06-29,20-29,863,357
Nicolosi,087031,Catania,2020-12-28,2021-06-29,30-39,972,388
Nicolosi,087031,Catania,2020-12-28,2021-06-29,40-49,1121,509
Nicolosi,087031,Catania,2020-12-28,2021-06-29,50-59,1199,630
Nicolosi,087031,Catania,2020-12-28,2021-06-29,60-69,850,531
Nicolosi,087031,Catania,2020-12-28,2021-06-29,70-79,604,374
Nicolosi,087031,Catania,2020-12-28,2021-06-29,>80,423,304
Motta Sant'Anastasia,087030,Catania,2020-12-28,2021-06-29,12-19,1116,189
Motta Sant'Anastasia,087030,Catania,2020-12-28,2021-06-29,20-29,1338,528
Motta Sant'Anastasia,087030,Catania,2020-12-28,2021-06-29,30-39,1735,644
Motta Sant'Anastasia,087030,Catania,2020-12-28,2021-06-29,40-49,1926,939
Motta Sant'Anastasia,087030,Catania,2020-12-28,2021-06-29,50-59,1666,941
Motta Sant'Anastasia,087030,Catania,2020-12-28,2021-06-29,60-69,1382,848
Motta Sant'Anastasia,087030,Catania,2020-12-28,2021-06-29,70-79,859,578
Motta Sant'Anastasia,087030,Catania,2020-12-28,2021-06-29,>80,556,389
Pedara,087034,Catania,2020-12-28,2021-06-29,12-19,1324,220
Pedara,087034,Catania,2020-12-28,2021-06-29,20-29,1518,630
Pedara,087034,Catania,2020-12-28,2021-06-29,30-39,1917,714
Pedara,087034,Catania,2020-12-28,2021-06-29,40-49,2333,1139
Pedara,087034,Catania,2020-12-28,2021-06-29,50-59,2289,1195
Pedara,087034,Catania,2020-12-28,2021-06-29,60-69,1634,1013
Pedara,087034,Catania,2020-12-28,2021-06-29,70-79,1119,698
Pedara,087034,Catania,2020-12-28,2021-06-29,>80,680,458
Aci Catena,087003,Catania,2020-12-28,2021-06-29,12-19,2514,454
Aci Catena,087003,Catania,2020-12-28,2021-06-29,20-29,3361,1229
Aci Catena,087003,Catania,2020-12-28,2021-06-29,30-39,3512,1322
Aci Catena,087003,Catania,2020-12-28,2021-06-29,40-49,4187,1858
Aci Catena,087003,Catania,2020-12-28,2021-06-29,50-59,4407,2236
Aci Catena,087003,Catania,2020-12-28,2021-06-29,60-69,3396,2177
Aci Catena,087003,Catania,2020-12-28,2021-06-29,70-79,1962,1409
Aci Catena,087003,Catania,2020-12-28,2021-06-29,>80,1040,763
San Pietro Clarenza,087044,Catania,2020-12-28,2021-06-29,12-19,717,107
San Pietro Clarenza,087044,Catania,2020-12-28,2021-06-29,20-29,937,356
San Pietro Clarenza,087044,Catania,2020-12-28,2021-06-29,30-39,1206,425
San Pietro Clarenza,087044,Catania,2020-12-28,2021-06-29,40-49,1248,556
San Pietro Clarenza,087044,Catania,2020-12-28,2021-06-29,50-59,1123,622
San Pietro Clarenza,087044,Catania,2020-12-28,2021-06-29,60-69,851,541
San Pietro Clarenza,087044,Catania,2020-12-28,2021-06-29,70-79,505,351
San Pietro Clarenza,087044,Catania,2020-12-28,2021-06-29,>80,279,197
Fiumefreddo di Sicilia,087016,Catania,2020-12-28,2021-06-29,12-19,667,113
Fiumefreddo di Sicilia,087016,Catania,2020-12-28,2021-06-29,20-29,1030,344
Fiumefreddo di Sicilia,087016,Catania,2020-12-28,2021-06-29,30-39,1110,346
Fiumefreddo di Sicilia,087016,Catania,2020-12-28,2021-06-29,40-49,1224,521
Fiumefreddo di Sicilia,087016,Catania,2020-12-28,2021-06-29,50-59,1467,726
Fiumefreddo di Sicilia,087016,Catania,2020-12-28,2021-06-29,60-69,1236,714
Fiumefreddo di Sicilia,087016,Catania,2020-12-28,2021-06-29,70-79,861,576
Fiumefreddo di Sicilia,087016,Catania,2020-12-28,2021-06-29,>80,596,422
Santa Venerina,087048,Catania,2020-12-28,2021-06-29,12-19,658,87
Santa Venerina,087048,Catania,2020-12-28,2021-06-29,20-29,997,381
Santa Venerina,087048,Catania,2020-12-28,2021-06-29,30-39,1094,375
Santa Venerina,087048,Catania,2020-12-28,2021-06-29,40-49,1249,496
Santa Venerina,087048,Catania,2020-12-28,2021-06-29,50-59,1279,620
Santa Venerina,087048,Catania,2020-12-28,2021-06-29,60-69,1045,584
Santa Venerina,087048,Catania,2020-12-28,2021-06-29,70-79,686,417
Santa Venerina,087048,Catania,2020-12-28,2021-06-29,>80,491,335
Palagonia,087032,Catania,2020-12-28,2021-06-29,12-19,1586,278
Palagonia,087032,Catania,2020-12-28,2021-06-29,20-29,2056,705
Palagonia,087032,Catania,2020-12-28,2021-06-29,30-39,2108,726
Palagonia,087032,Catania,2020-12-28,2021-06-29,40-49,2143,866
Palagonia,087032,Catania,2020-12-28,2021-06-29,50-59,2319,1138
Palagonia,087032,Catania,2020-12-28,2021-06-29,60-69,1761,1086
Palagonia,087032,Catania,2020-12-28,2021-06-29,70-79,1235,823
Palagonia,087032,Catania,2020-12-28,2021-06-29,>80,798,491
Raddusa,087036,Catania,2020-12-28,2021-06-29,12-19,278,51
Raddusa,087036,Catania,2020-12-28,2021-06-29,20-29,343,114
Raddusa,087036,Catania,2020-12-28,2021-06-29,30-39,329,89
Raddusa,087036,Catania,2020-12-28,2021-06-29,40-49,401,160
Raddusa,087036,Catania,2020-12-28,2021-06-29,50-59,437,190
Raddusa,087036,Catania,2020-12-28,2021-06-29,60-69,346,195
Raddusa,087036,Catania,2020-12-28,2021-06-29,70-79,253,165
Raddusa,087036,Catania,2020-12-28,2021-06-29,>80,189,143
Maniace,087057,Catania,2020-12-28,2021-06-29,12-19,346,51
Maniace,087057,Catania,2020-12-28,2021-06-29,20-29,491,133
Maniace,087057,Catania,2020-12-28,2021-06-29,30-39,483,163
Maniace,087057,Catania,2020-12-28,2021-06-29,40-49,527,203
Maniace,087057,Catania,2020-12-28,2021-06-29,50-59,442,208
Maniace,087057,Catania,2020-12-28,2021-06-29,60-69,451,298
Maniace,087057,Catania,2020-12-28,2021-06-29,70-79,282,201
Maniace,087057,Catania,2020-12-28,2021-06-29,>80,145,101
San Michele di Ganzaria,087043,Catania,2020-12-28,2021-06-29,12-19,223,42
San Michele di Ganzaria,087043,Catania,2020-12-28,2021-06-29,20-29,356,104
San Michele di Ganzaria,087043,Catania,2020-12-28,2021-06-29,30-39,342,82
San Michele di Ganzaria,087043,Catania,2020-12-28,2021-06-29,40-49,412,151
San Michele di Ganzaria,087043,Catania,2020-12-28,2021-06-29,50-59,438,202
San Michele di Ganzaria,087043,Catania,2020-12-28,2021-06-29,60-69,410,205
San Michele di Ganzaria,087043,Catania,2020-12-28,2021-06-29,70-79,339,206
San Michele di Ganzaria,087043,Catania,2020-12-28,2021-06-29,>80,290,204
Misterbianco,087029,Catania,2020-12-28,2021-06-29,12-19,4529,696
Misterbianco,087029,Catania,2020-12-28,2021-06-29,20-29,6048,2120
Misterbianco,087029,Catania,2020-12-28,2021-06-29,30-39,6789,2208
Misterbianco,087029,Catania,2020-12-28,2021-06-29,40-49,7325,2902
Misterbianco,087029,Catania,2020-12-28,2021-06-29,50-59,6760,3327
Misterbianco,087029,Catania,2020-12-28,2021-06-29,60-69,5622,3108
Misterbianco,087029,Catania,2020-12-28,2021-06-29,70-79,3620,2414
Misterbianco,087029,Catania,2020-12-28,2021-06-29,>80,2001,1342
Camporotondo Etneo,087012,Catania,2020-12-28,2021-06-29,12-19,472,59
Camporotondo Etneo,087012,Catania,2020-12-28,2021-06-29,20-29,557,189
Camporotondo Etneo,087012,Catania,2020-12-28,2021-06-29,30-39,803,256
Camporotondo Etneo,087012,Catania,2020-12-28,2021-06-29,40-49,901,380
Camporotondo Etneo,087012,Catania,2020-12-28,2021-06-29,50-59,686,348
Camporotondo Etneo,087012,Catania,2020-12-28,2021-06-29,60-69,448,286
Camporotondo Etneo,087012,Catania,2020-12-28,2021-06-29,70-79,266,182
Camporotondo Etneo,087012,Catania,2020-12-28,2021-06-29,>80,147,99
Castel di Iudica,087013,Catania,2020-12-28,2021-06-29,12-19,402,62
Castel di Iudica,087013,Catania,2020-12-28,2021-06-29,20-29,527,164
Castel di Iudica,087013,Catania,2020-12-28,2021-06-29,30-39,545,131
Castel di Iudica,087013,Catania,2020-12-28,2021-06-29,40-49,571,180
Castel di Iudica,087013,Catania,2020-12-28,2021-06-29,50-59,630,254
Castel di Iudica,087013,Catania,2020-12-28,2021-06-29,60-69,573,276
Castel di Iudica,087013,Catania,2020-12-28,2021-06-29,70-79,407,237
Castel di Iudica,087013,Catania,2020-12-28,2021-06-29,>80,304,185
Sperlinga,086017,Enna,2020-12-29,2021-06-29,12-19,55,33
Sperlinga,086017,Enna,2020-12-29,2021-06-29,20-29,75,53
Sperlinga,086017,Enna,2020-12-29,2021-06-29,30-39,65,40
Sperlinga,086017,Enna,2020-12-29,2021-06-29,40-49,73,61
Sperlinga,086017,Enna,2020-12-29,2021-06-29,50-59,113,82
Sperlinga,086017,Enna,2020-12-29,2021-06-29,60-69,95,79
Sperlinga,086017,Enna,2020-12-29,2021-06-29,70-79,73,58
Sperlinga,086017,Enna,2020-12-29,2021-06-29,>80,96,83
Cerami,086008,Enna,2020-12-29,2021-06-29,12-19,141,50
Cerami,086008,Enna,2020-12-29,2021-06-29,20-29,189,149
Cerami,086008,Enna,2020-12-29,2021-06-29,30-39,222,130
Cerami,086008,Enna,2020-12-29,2021-06-29,40-49,237,146
Cerami,086008,Enna,2020-12-29,2021-06-29,50-59,285,204
Cerami,086008,Enna,2020-12-29,2021-06-29,60-69,260,207
Cerami,086008,Enna,2020-12-29,2021-06-29,70-79,190,165
Cerami,086008,Enna,2020-12-29,2021-06-29,>80,194,172
Enna,086009,Enna,2020-12-29,2021-06-29,12-19,1745,637
Enna,086009,Enna,2020-12-29,2021-06-29,20-29,2852,1637
Enna,086009,Enna,2020-12-29,2021-06-29,30-39,3000,1607
Enna,086009,Enna,2020-12-29,2021-06-29,40-49,3474,2362
Enna,086009,Enna,2020-12-29,2021-06-29,50-59,4116,3062
Enna,086009,Enna,2020-12-29,2021-06-29,60-69,3758,3028
Enna,086009,Enna,2020-12-29,2021-06-29,70-79,2787,2327
Enna,086009,Enna,2020-12-29,2021-06-29,>80,2054,1801
Gagliano Castelferrato,086010,Enna,2020-12-29,2021-06-29,12-19,272,105
Gagliano Castelferrato,086010,Enna,2020-12-29,2021-06-29,20-29,347,211
Gagliano Castelferrato,086010,Enna,2020-12-29,2021-06-29,30-39,363,205
Gagliano Castelferrato,086010,Enna,2020-12-29,2021-06-29,40-49,512,294
Gagliano Castelferrato,086010,Enna,2020-12-29,2021-06-29,50-59,473,357
Gagliano Castelferrato,086010,Enna,2020-12-29,2021-06-29,60-69,459,355
Gagliano Castelferrato,086010,Enna,2020-12-29,2021-06-29,70-79,414,375
Gagliano Castelferrato,086010,Enna,2020-12-29,2021-06-29,>80,287,236
Troina,086018,Enna,2020-12-29,2021-06-29,12-19,662,267
Troina,086018,Enna,2020-12-29,2021-06-29,20-29,975,530
Troina,086018,Enna,2020-12-29,2021-06-29,30-39,981,515
Troina,086018,Enna,2020-12-29,2021-06-29,40-49,1080,720
Troina,086018,Enna,2020-12-29,2021-06-29,50-59,1389,1004
Troina,086018,Enna,2020-12-29,2021-06-29,60-69,1173,946
Troina,086018,Enna,2020-12-29,2021-06-29,70-79,920,775
Troina,086018,Enna,2020-12-29,2021-06-29,>80,832,717
Nicosia,086012,Enna,2020-12-29,2021-06-29,12-19,1091,408
Nicosia,086012,Enna,2020-12-29,2021-06-29,20-29,1526,890
Nicosia,086012,Enna,2020-12-29,2021-06-29,30-39,1370,771
Nicosia,086012,Enna,2020-12-29,2021-06-29,40-49,1837,1136
Nicosia,086012,Enna,2020-12-29,2021-06-29,50-59,2112,1543
Nicosia,086012,Enna,2020-12-29,2021-06-29,60-69,1681,1348
Nicosia,086012,Enna,2020-12-29,2021-06-29,70-79,1238,999
Nicosia,086012,Enna,2020-12-29,2021-06-29,>80,1098,931
Calascibetta,086005,Enna,2020-12-29,2021-06-29,12-19,318,87
Calascibetta,086005,Enna,2020-12-29,2021-06-29,20-29,484,261
Calascibetta,086005,Enna,2020-12-29,2021-06-29,30-39,469,253
Calascibetta,086005,Enna,2020-12-29,2021-06-29,40-49,518,311
Calascibetta,086005,Enna,2020-12-29,2021-06-29,50-59,666,472
Calascibetta,086005,Enna,2020-12-29,2021-06-29,60-69,563,440
Calascibetta,086005,Enna,2020-12-29,2021-06-29,70-79,395,356
Calascibetta,086005,Enna,2020-12-29,2021-06-29,>80,360,313
Aidone,086002,Enna,2020-12-29,2021-06-29,12-19,326,117
Aidone,086002,Enna,2020-12-29,2021-06-29,20-29,617,245
Aidone,086002,Enna,2020-12-29,2021-06-29,30-39,539,267
Aidone,086002,Enna,2020-12-29,2021-06-29,40-49,542,308
Aidone,086002,Enna,2020-12-29,2021-06-29,50-59,654,497
Aidone,086002,Enna,2020-12-29,2021-06-29,60-69,607,466
Aidone,086002,Enna,2020-12-29,2021-06-29,70-79,453,369
Aidone,086002,Enna,2020-12-29,2021-06-29,>80,404,348
Villarosa,086020,Enna,2020-12-29,2021-06-29,12-19,380,74
Villarosa,086020,Enna,2020-12-29,2021-06-29,20-29,528,232
Villarosa,086020,Enna,2020-12-29,2021-06-29,30-39,467,197
Villarosa,086020,Enna,2020-12-29,2021-06-29,40-49,570,301
Villarosa,086020,Enna,2020-12-29,2021-06-29,50-59,660,421
Villarosa,086020,Enna,2020-12-29,2021-06-29,60-69,668,526
Villarosa,086020,Enna,2020-12-29,2021-06-29,70-79,435,365
Villarosa,086020,Enna,2020-12-29,2021-06-29,>80,351,313
Valguarnera Caropepe,086019,Enna,2020-12-29,2021-06-29,12-19,628,180
Valguarnera Caropepe,086019,Enna,2020-12-29,2021-06-29,20-29,794,383
Valguarnera Caropepe,086019,Enna,2020-12-29,2021-06-29,30-39,815,335
Valguarnera Caropepe,086019,Enna,2020-12-29,2021-06-29,40-49,934,514
Valguarnera Caropepe,086019,Enna,2020-12-29,2021-06-29,50-59,1078,674
Valguarnera Caropepe,086019,Enna,2020-12-29,2021-06-29,60-69,895,646
Valguarnera Caropepe,086019,Enna,2020-12-29,2021-06-29,70-79,702,565
Valguarnera Caropepe,086019,Enna,2020-12-29,2021-06-29,>80,588,502
Leonforte,086011,Enna,2020-12-29,2021-06-29,12-19,1151,355
Leonforte,086011,Enna,2020-12-29,2021-06-29,20-29,1560,759
Leonforte,086011,Enna,2020-12-29,2021-06-29,30-39,1556,704
Leonforte,086011,Enna,2020-12-29,2021-06-29,40-49,1599,910
Leonforte,086011,Enna,2020-12-29,2021-06-29,50-59,1984,1265
Leonforte,086011,Enna,2020-12-29,2021-06-29,60-69,1571,1149
